Repository Name,Repository_ID,Provider,Consortium,Number of Records,Text,Identifiers,Connections,Contacts,Total,2025-05,Change,,,,
Code Ocean,ocean.ocean,ocean,,8370,61%,16%,15%,10%,26%,26%,0%,,,,
PEDSpace Knowledge Bank,chop.pedsnet,chop,,497,67%,16%,11%,10%,26%,,,,,,
National Solar Observatory,cub.nso,cub,,9,58%,30%,7%,3%,26%,25%,1%,,,,
MATRIX Center for Digital Humanities & Social Sciences,msu.matrix,msu,,135,54%,26%,11%,10%,26%,26%,0%,,,,
The Navigation Fund Open Science Program,clfn.hlwbql,clfn,,20,46%,38%,11%,0%,26%,26%,0%,,,,
Caltech High Throughput Experimentation,caltech.hte,caltech,,10000,64%,15%,15%,8%,26%,24%,2%,,,,
"LLC ""NETWORK INSTITUTE OF ADDITIONAL PROFESSIONAL EDUCATION""",rads.sidpo,rads,,46,59%,21%,17%,0%,26%,26%,0%,,,,
GEO Knowledge Hub,geo.ygvfws,geo,,576,58%,22%,12%,9%,26%,26%,0%,,,,
RSU Research Data Repository,xxuc.czmxkb,xxuc,,303,60%,20%,17%,2%,26%,24%,2%,,,,
DLR Institut für Flugführung,dlr.fl,dlr,,30,46%,43%,6%,0%,26%,25%,0%,,,,
Duke Research Data Repository,kmot.rdr,kmot,,428,58%,10%,22%,12%,26%,26%,0%,,,,
Revue de la Faculté des Lettres et des Sciences Humaines de Rabat,cnrst.flhsrj,cnrst,,7,58%,17%,17%,10%,26%,,,,,,
Wissenschaftliche Information,dlr.iw,dlr,,112,47%,36%,9%,7%,26%,25%,1%,,,,
TNHJPH,ohzx.tnhjph,ohzx,,136,60%,21%,11%,10%,26%,26%,0%,,,,
IDB Open Data,hqfo.aichas,hqfo,,218,49%,23%,18%,10%,26%,21%,4%,,,,
ICPSR,gesis.icpsr,gesis,,10000,70%,16%,12%,0%,26%,25%,1%,,,,
Larionov A.V.,rads.av,rads,,3,64%,22%,11%,0%,26%,26%,0%,,,,
Chester F. Carlson Center for Imaging Science,rit.cfccis,rit,,3,56%,35%,6%,0%,26%,30%,-4%,,,,
KAUST Research Repository,kaust.kaustrepo,kaust,,3180,53%,37%,6%,0%,26%,27%,-1%,,,,
Materials Data Repository,oibk.ohycfa,oibk,,4335,59%,19%,13%,10%,26%,25%,1%,,,,
CERN Proceedings,cern.proc,cern,,107,51%,22%,17%,10%,26%,26%,0%,,,,
Auburn University Scholarly Repository,auburn.ytrlnn,auburn,,791,58%,19%,19%,1%,25%,25%,0%,,,,
"Galter Health Sciences Library, Northwestern University",ghsl.galter,ghsl,,8231,60%,15%,17%,8%,25%,23%,2%,,,,
Lasso NBDC Data Repository,aztf.cuuklr,aztf,,4,57%,33%,6%,0%,25%,,,,,,
Aperta Turkey Open Archive,fbtk.dmxfnr,fbtk,,142,59%,19%,12%,10%,25%,26%,0%,,,,
Journal Of Social Science and Organization Management,cnrst.jossom,cnrst,,108,53%,20%,16%,10%,25%,25%,0%,,,,
Open Science,ggjw.openscience,ggjw,,548,57%,17%,16%,9%,25%,25%,0%,,,,
e!DAL-PGP,tib.ipk,tib,,330,62%,16%,17%,1%,25%,25%,0%,,,,
AJRMHS,ohzx.ajrmhs,ohzx,,12,61%,19%,11%,9%,25%,,,,,,
System for Earth Sample Registration (SESAR),cul.gkrgct,cul,,10000,56%,28%,11%,0%,25%,16%,9%,,,,
NJAN,ohzx.njan,ohzx,,24,59%,18%,13%,10%,25%,,,,,,
Hematology Research Center of the Ministry of Healthcare of the Russian Federation,rads.hat,rads,,32,60%,23%,11%,0%,25%,25%,0%,,,,
Woods Hole Open Access Server,wh.whoas,wh,,110,53%,35%,6%,0%,25%,37%,-12%,,,,
EDRN,jams.edrn,jams,,45,54%,34%,6%,0%,25%,25%,0%,,,,
Saint Petersburg Mining University,rads.spmi,rads,,97,61%,11%,17%,10%,25%,25%,0%,,,,
Mines Repository,lnav.mr,lnav,,866,51%,22%,20%,0%,25%,25%,0%,,,,
Smithsonian Research Online,si.si,si,,13,54%,22%,14%,6%,25%,25%,0%,,,,
N. A. Rimsky-Korsakov Saint Petersburg State Conservatory,rads.om,rads,,74,61%,21%,9%,4%,25%,25%,0%,,,,
National Data Archive on Child Abuse and Neglect,cornell.ndacan,cornell,,207,57%,27%,9%,0%,25%,25%,0%,,,,
SPKtrum,shkl.mdujuo,shkl,,117,55%,18%,17%,5%,25%,25%,0%,,,,
UNM School of Law,unm.law,unm,,217,60%,11%,17%,10%,25%,25%,0%,,,,
CHRR CKAN Repository,gvuz.dcavye,gvuz,,1,47%,28%,17%,0%,25%,,,,,,
Genebank Information System of the IPK Gatersleben,ipk.gbis,ipk,,10000,67%,22%,6%,0%,25%,26%,-2%,,,,
MBF Bioscience,mbf.biolucida,mbf,,3,53%,33%,6%,0%,25%,24%,1%,,,,
Kurchatov Institute - IREA,rads.irea,rads,,2,60%,11%,17%,10%,25%,25%,0%,,,,
Flinta Publishing,rads.sl,rads,,3,67%,11%,17%,0%,25%,25%,0%,,,,
HumTec Working Papers,rwth.htwp,rwth,,2,53%,22%,11%,10%,25%,,,,,,
Dagstuhl Research Online Publication Server,tib.dagst,tib,,14,53%,11%,28%,0%,25%,25%,0%,,,,
SESAR_Smithsonian,xaqp.sxmooh,xaqp,,10000,53%,28%,11%,0%,25%,15%,10%,,,,
NJCD,ohzx.njcd,ohzx,,38,58%,17%,13%,10%,25%,,,,,,
Intermetallic Reactivity Database,wisc.fredrickson,wisc,,89,47%,27%,11%,10%,25%,26%,-1%,,,,
NMJ,ohzx.nmj,ohzx,,134,47%,22%,17%,10%,25%,25%,0%,,,,
"University Library System, University of Pittsburgh",pitt.uls,pitt,,209,51%,35%,6%,0%,24%,24%,0%,,,,
JRRS,ohzx.jrrs,ohzx,,44,59%,17%,11%,10%,24%,,,,,,
Journal of Analytical Sciences and Applied Biotechnology,cnrst.jasab,cnrst,,117,55%,19%,12%,10%,24%,24%,0%,,,,
OP Test account,europ.test,europ,,13,54%,22%,12%,6%,24%,24%,1%,,,,
Data Hub,zjmz.vjihym,zjmz,,166,54%,21%,11%,10%,24%,24%,0%,,,,
CMCC Foundation - Ocean Predictions and Applications Division,cmcc.opa,cmcc,,77,63%,22%,7%,1%,24%,24%,0%,,,,
Arabian Journal of Medicinal and Aromatic Plants,cnrst.ajmap,cnrst,,223,53%,19%,14%,10%,24%,25%,0%,,,,
World Data Center for Remote Sensing of the Atmosphere,tib.wdcrsat,tib,,36,50%,8%,29%,7%,24%,24%,0%,,,,
Revue interdisciplinaire en sciences de l’éducation,cnrst.rise,cnrst,,20,52%,17%,17%,10%,24%,,,,,,
Afrischolar Discovery (Annex),ohzx.zbmhzl,ohzx,,318,59%,17%,11%,10%,24%,24%,0%,,,,
KSC,issai.ksc2020,issai,,11,53%,27%,9%,5%,24%,24%,0%,,,,
Scientific School of Educational Systems Management,rads.uazcsq,rads,,26,61%,20%,6%,10%,24%,24%,0%,,,,
NJHS,ohzx.njhs,ohzx,,72,60%,27%,6%,0%,24%,,,,,,
WeMED,rpak.euoapw,rpak,,14,47%,38%,6%,0%,24%,24%,0%,,,,
TEAching Methods for Science,cern.zuifpg,cern,,18,47%,20%,17%,10%,24%,24%,0%,,,,
TUScholarShare,tul.scholarshare,tul,,10000,53%,11%,22%,8%,24%,24%,1%,,,,
Ocean Data and Information System,iopan.odis,iopan,,66,69%,15%,10%,0%,24%,24%,0%,,,,
Afrischolar Discovery,ohzx.lpmcab,ohzx,,2387,59%,19%,10%,7%,24%,24%,0%,,,,
"Langues, cultures et sociétés",cnrst.lcs,cnrst,,272,53%,19%,13%,10%,24%,24%,0%,,,,
CERN Yellow Reports: School Proceedings,cern.yrschool,cern,,270,49%,19%,15%,10%,24%,24%,0%,,,,
Moroccan Journal of Quantitative and Qualitative Research,cnrst.mjqr,cnrst,,116,55%,19%,10%,9%,24%,24%,0%,,,,
Eurac Research Blogs,qjdr.jmhtuy,qjdr,,1007,53%,20%,11%,10%,24%,24%,0%,,,,
University of Iowa Libraries,uiowa.prod,uiowa,,3221,53%,22%,14%,1%,24%,24%,0%,,,,
Digitalized Rail Transport and Operations,dlr.ts-dsc,dlr,,8,47%,36%,6%,0%,24%,,,,,,
Mechanics of composite materials and structures,rads.mkmk,rads,,58,67%,14%,11%,0%,24%,24%,0%,,,,
African Journal on Land Policy and Geospatial Sciences,cnrst.ajlpgs,cnrst,,495,59%,18%,11%,4%,24%,23%,0%,,,,
"Moroccan Journal of Entrepreneurship, Innovation and Management",cnrst.mjeim,cnrst,,89,53%,18%,13%,10%,24%,24%,0%,,,,
"Journal d’Economie, de Management, d’Environnement et de Droit",cnrst.jemed,cnrst,,127,53%,19%,11%,10%,24%,24%,0%,,,,
Human Immune System Explorer (HISE),ohmd.hise,ohmd,,52,53%,30%,6%,0%,24%,23%,0%,,,,
WAJR,ohzx.wajr,ohzx,,339,59%,17%,10%,8%,24%,,,,,,
"Environmental and Water Sciences, public Health and Territorial Intelligence Journal",cnrst.ewashti,cnrst,,225,53%,18%,12%,10%,24%,24%,0%,,,,
Russian Agency for Digital Standardization,rads.main,rads,,10000,59%,13%,14%,6%,24%,24%,-1%,,,,
Open Knowledgebase of Interatomic Models (OpenKIM),kim.openkim,kim,,1471,61%,24%,6%,6.80E-05,24%,23%,0%,,,,
National Institute of Standards and Technology (NIST),nist.admin,nist,,1387,46%,20%,19%,3%,24%,24%,-1%,,,,
Kate Gleason College of Engineering,rit.kgcoe,rit,,3,47%,35%,6%,0%,23%,23%,1%,,,,
Revue de Management et Cultures,cnrst.remac,cnrst,,147,53%,20%,10%,10%,23%,23%,0%,,,,
CERN Yellow Reports: Conference Proceedings,cern.yrconf,cern,,147,47%,17%,17%,10%,23%,23%,0%,,,,
Information Sciences Institute DOIs,usc.isi,usc,,123,58%,26%,6%,0%,23%,23%,0%,,,,
Journal archimaera,rwth.archimaera,rwth,,139,55%,17%,11%,10%,23%,24%,-1%,,,,
DataSpace,pu.dataspace,pu,,345,47%,20%,14%,10%,23%,23%,0%,,,,
Vitus Bering Kamchatka State University,rads.kra,rads,,166,63%,15%,8%,5%,23%,23%,0%,,,,
HEPData,cern.hepdata,cern,,10000,57%,14%,14%,5%,23%,22%,1%,,,,
مسالك التربية والتكوين,cnrst.massalek,cnrst,,214,54%,18%,10%,10%,23%,23%,0%,,,,
IRKUTSK STATE MEDICAL UNIVERSITY,rads.ismu,rads,,58,63%,15%,7%,7%,23%,23%,0%,,,,
Stanford Digital Repository,sul.sdr,sul,,4339,57%,16%,10%,8%,23%,23%,0%,,,,
Kidney Precision Medicine Project,umich.kpmp,umich,,16,47%,33%,6%,1%,23%,23%,0%,,,,
GFZ Data Services,tib.gfz,tib,,8554,61%,9%,15%,5%,23%,17%,6%,,,,
Institute for Research on Innovation & Science,umich.iris,umich,,40,55%,19%,13%,1%,23%,23%,0%,,,,
CERN IdeaSquare Journal of Experimental Innovation,cern.cij,cern,,155,51%,19%,13%,7%,23%,23%,0%,,,,
Instituto de Estudios Políticos Andinos,rads.iepa,rads,,125,47%,17%,17%,10%,23%,23%,0%,,,,
Progress in Science Education (Journal),cern.prise,cern,,120,48%,19%,13%,9%,23%,23%,0%,,,,
Semiotic Review,ihon.blekar,ihon,,86,53%,17%,11%,10%,23%,23%,0%,,,,
NUIT Research Computing,nu.itrc,nu,,1,40%,39%,6%,0%,23%,23%,0%,,,,
Alternatives Managériales Economiques,cnrst.ame,cnrst,,843,53%,19%,10%,7%,23%,23%,0%,,,,
Revue Marocaine de l’Évaluation et de la Recherche Educative,cnrst.rmere,cnrst,,292,53%,19%,10%,7%,23%,23%,0%,,,,
Applied Journal of Environmental Engineering Science,cnrst.ajees,cnrst,,307,53%,18%,10%,9%,23%,23%,0%,,,,
African and Mediterranean Journal of Architecture and Urbanism,cnrst.amjau,cnrst,,156,53%,19%,9%,10%,23%,23%,0%,,,,
American University Research Archive,au.ir,au,,10000,58%,8%,16%,9%,23%,22%,1%,,,,
RHAZES: Green and Applied Chemistry,cnrst.rhazes,cnrst,,187,53%,18%,10%,9%,23%,23%,0%,,,,
Polish Polar Consortium Database,iopan.pkpolar,iopan,,49,60%,22%,6%,0%,23%,,,,,,
EBRAINS,hbp.neuroinf,hbp,,1734,53%,6%,21%,10%,23%,23%,0%,,,,
Revue des Etudes Multidisciplinaires en Sciences Economiques et Sociales,cnrst.remses,cnrst,,434,53%,18%,8%,10%,23%,23%,0%,,,,
MDC Website,datacite.vdpwbc,datacite,,51,47%,22%,11%,9%,23%,22%,0%,,,,
All-Russian Institute of Plant Protection,rads.bpp,rads,,7,58%,11%,17%,0%,22%,22%,0%,,,,
Georgia Tech Digital Repository,gt.ir,gt,,346,51%,21%,11%,2%,22%,22%,0%,,,,
SESAR_BGS,xaqp.wdmomz,xaqp,,10000,51%,28%,6%,0%,22%,16%,6%,,,,
Maghrebian Journal of Pure and Applied Science,cnrst.mjpas,cnrst,,86,52%,18%,8%,10%,22%,22%,0%,,,,
IEEE DataPort,ieee.dataport,ieee,,10000,56%,13%,11%,10%,22%,23%,-1%,,,,
FaceBase Craniofacial Research Data Repository,usc.facebase,usc,,1340,67%,15%,6%,0%,22%,22%,0%,,,,
AS-Hubschrauber,dlr.as-hel,dlr,,6,50%,29%,6%,0%,22%,22%,0%,,,,
N.I. Lobachevsky State University of Nizhni Novgorod - National Research University,rads.omp,rads,,3,58%,11%,17%,0%,22%,22%,0%,,,,
International Journal of Sociology of Agriculture and Food,msu.ijsaf,msu,,386,48%,23%,11%,2%,22%,22%,0%,,,,
Mendeley Data,bl.mendeley,bl,,10000,53%,12%,14%,10%,22%,22%,0%,,,,
Data and Information Services Center,wisc.disc,wisc,,84,60%,21%,6%,0%,22%,22%,0%,,,,
All-Russian Research Institute of Corn,rads.aric,rads,,70,59%,14%,11%,2%,22%,22%,0%,,,,
Journal de la Société Marocaine d’Ophtalmologie,cnrst.jsmo,cnrst,,248,52%,17%,10%,10%,22%,22%,0%,,,,
IEEE PELSTUBE,ieee.pelstube,ieee,,10,47%,20%,11%,10%,22%,22%,0%,,,,
Recherches et Applications en Finance Islamique (RAFI),cnrst.rafi,cnrst,,122,51%,18%,10%,8%,22%,22%,0%,,,,
ISI Kidney Datasets,usc.kidney,usc,,57,67%,14%,6%,0%,22%,22%,0%,,,,
GFZpublic,tib.gfzbib,tib,,2605,45%,16%,18%,7%,22%,22%,0%,,,,
Revue Marocaine de Recherche en Management et Marketing,cnrst.remarem,cnrst,,486,53%,17%,8%,10%,22%,22%,0%,,,,
REVUE AFRICAINE DE MANAGEMENT,cnrst.ram,cnrst,,207,52%,19%,8%,9%,22%,22%,0%,,,,
Journal of Applied Science and Environmental Studies,cnrst.jases,cnrst,,114,52%,18%,10%,7%,22%,23%,-1%,,,,
National Center of Labor Hygiene and Occupational Diseases,rads.ncgtpz,rads,,4,62%,13%,11%,0%,22%,22%,0%,,,,
Russian Association for the Study of Pain,rads.rasp,rads,,82,59%,15%,11%,0%,22%,22%,0%,,,,
ODIN: Online Data & Information Network for Energy,europ.odin,europ,,8057,53%,17%,13%,0%,22%,21%,1%,,,,
DAI,dai.avnrkz,dai,,4659,47%,23%,12%,0%,22%,22%,0%,,,,
Grozny State Oil Technical University named after Academician M.D. Millionschikova,rads.gstou,rads,,265,64%,11%,8%,6%,22%,22%,0%,,,,
Far Eastern Branch of the Russian Academy of Sciences,rads.febras,rads,,276,62%,12%,11%,1%,22%,22%,0%,,,,
"Federal State Budgetary Institution ""Institute of Pedagogy, Psychology and Social Problems""",rads.kpj,rads,,224,62%,11%,8%,5%,22%,22%,0%,,,,
GALENOS Data Repository,evrs.galenos,evrs,,11,48%,14%,14%,10%,22%,22%,0%,,,,
PRSM,cnrst.cnrst,cnrst,,9289,52%,18%,9%,6%,22%,22%,0%,,,,
National Journal Glaucoma,rads.njg,rads,,125,62%,11%,10%,3%,22%,22%,0%,,,,
Digital CSIC,csic.digital,csic,,10000,48%,12%,22%,1%,22%,22%,0%,,,,
Moroccan Journal of Heterocyclic Chemistry,cnrst.jmch,cnrst,,279,52%,18%,8%,10%,22%,22%,0%,,,,
Vaganova Academy of Russian Ballet,rads.arb,rads,,20,59%,14%,7%,7%,22%,22%,0%,,,,
Saint-Petersburg Economic Journal,rads.pej,rads,,124,60%,13%,11%,0%,22%,22%,0%,,,,
RUSSIAN SOCIETY OF HISTORIANS OF MEDICINE,rads.roim,rads,,129,60%,11%,11%,3%,22%,22%,0%,,,,
University of Colorado Boulder Center for Research Data and Digital Scholarship,cub.crdds,cub,,4,48%,26%,7%,0%,22%,22%,0%,,,,
Publishing Group Logos,rads.pgl,rads,,1776,59%,10%,11%,6%,22%,22%,0%,,,,
Moroccan Journal of Chemistry,cnrst.morjchem,cnrst,,1575,56%,17%,8%,4%,22%,22%,0%,,,,
EUROGNC,nhse.eurognc,nhse,,75,48%,17%,17%,0%,22%,,,,,,
Tavrida Bulletin of Agrarian Science,rads.tbas,rads,,74,61%,12%,11%,0%,22%,22%,0%,,,,
IUGG 2023,gfz.iugg2023,gfz,,5024,53%,12%,11%,10%,22%,22%,0%,,,,
Carnegie Mellon University Library Publishing Service,cmu.lps,cmu,,524,47%,13%,16%,10%,22%,22%,0%,,,,
Journal of Applied Surfaces and Interfaces,cnrst.jasi,cnrst,,42,53%,18%,6%,10%,22%,22%,0%,,,,
Zenodo,cern.zenodo,cern,,10000,54%,9%,13%,10%,21%,22%,0%,,,,
Rabbit and Fur-Bearing Animal Breeding,rads.kipz,rads,,103,60%,12%,11%,0%,21%,21%,0%,,,,
Journal Marocain des Sciences Médicales,cnrst.jmsm,cnrst,,356,53%,17%,6%,9%,21%,22%,0%,,,,
cyberleninka.ru,cyberl.cl-ru,cyberl,,10000,55%,11%,11%,9%,21%,21%,0%,,,,
Dairy and Beef Cattle Farming,rads.dbcf,rads,,67,60%,12%,11%,0%,21%,21%,0%,,,,
"Center for the Study of Social and Human Sciences ""Historical Consciousness""",rads.nhp,rads,,258,60%,11%,9%,3%,21%,21%,0%,,,,
New York University Library,nyu.library,nyu,,812,53%,12%,11%,10%,21%,21%,0%,,,,
"Revue Economie, Gestion et Société",cnrst.regs,cnrst,,397,53%,18%,6%,8%,21%,22%,0%,,,,
Open Systems Publishings,rads.os,rads,,286,60%,11%,9%,5%,21%,21%,0%,,,,
Karto y Ov Ltd,rads.pav,rads,,232,60%,11%,11%,0%,21%,21%,0%,,,,
Underline Science Inc.,undsci.oopmau,undsci,,10000,59%,12%,11%,0%,21%,22%,0%,,,,
Digital Archive for the Study of pre-Islamic Arabian Inscriptions,rpak.dxwaxf,rpak,,10000,40%,22%,11%,10%,21%,,,,,,
The University of Zambia IRIMS,ctth.smrmvj,ctth,,1,47%,22%,11%,0%,21%,,,,,,
Abteilung für europäische Forschungs- und Bildungspolitik,dlr.ei-efb,dlr,,1,53%,22%,6%,0%,21%,21%,0%,,,,
GC Human Rights Preparedness blog,eiuc.gchrp,eiuc,,1,40%,33%,6%,0%,21%,,,,,,
Cardiometry Journal,rads.cm,rads,,2,60%,11%,6%,10%,21%,21%,0%,,,,
Firsova Y.G.,rads.il,rads,,17,60%,11%,11%,0%,21%,21%,0%,,,,
Media Mente Ltd,rads.mm,rads,,10,60%,11%,11%,0%,21%,21%,0%,,,,
Institute for Problems of Chemical and Energy Technologies,rads.pcet,rads,,2,60%,11%,11%,0%,21%,21%,0%,,,,
PRINT-2 Ltd,rads.print,rads,,2,60%,11%,11%,0%,21%,21%,0%,,,,
Penza State Agrarian University,rads.vrf,rads,,200,61%,11%,8%,5%,21%,21%,0%,,,,
All-Russian Selection and Technology Institute of Horticulture and Viticulture,rads.vstisp,rads,,49,60%,11%,11%,0%,21%,21%,0%,,,,
Smithsonian Research Infrastructure,si.ccrcn,si,,3,47%,28%,6%,0%,21%,21%,0%,,,,
Omsk F. M. Dostoevsky State University,rads.osu,rads,,607,60%,11%,11%,0%,21%,21%,0%,,,,
Open Journals,ggjw.zosmap,ggjw,,329,47%,22%,11%,2%,21%,21%,0%,,,,
Altai State Technical University,rads.astu,rads,,1048,59%,11%,10%,2%,21%,21%,0%,,,,
Elettra Sincrotrone Trieste,eta.elettra,eta,,1454,40%,22%,17%,6.88E-05,21%,21%,0%,,,,
Géographie et développement au Maroc,cnrst.geodev,cnrst,,68,53%,17%,6%,9%,21%,21%,0%,,,,
Public Philosophy Journal,msu.ppj,msu,,62,51%,18%,8%,5%,21%,21%,1%,,,,
International Journal of Information Science and Technology,cnrst.ijist,cnrst,,114,47%,22%,11%,0%,21%,21%,0%,,,,
Kola Science Center of the Russian Academy of Sciences,rads.ksc,rads,,1163,59%,11%,11%,0%,21%,21%,0%,,,,
BossDB,jhu.bossdb,jhu,,61,47%,11%,16%,10%,21%,20%,1%,,,,
Chuvash regional branch of the interregional public organization Academy of Informatization of Education,rads.io,rads,,182,55%,6%,16%,8%,21%,21%,0%,,,,
Map of Life,ktsw.rsupng,ktsw,,8,46%,23%,8%,4%,21%,21%,0%,,,,
PolyU Research Data Repository,ntdt.eahzco,ntdt,,161,53%,16%,11%,0%,21%,21%,0%,,,,
Caspian Agrarian Federal Scientific Center of the Russian Academy of Sciences,rads.pafnc,rads,,367,59%,11%,11%,0%,21%,21%,0%,,,,
Brigham Young University,uutah.byuhbll,uutah,,23,56%,14%,11%,0%,21%,21%,0%,,,,
eBiltegia,wwgp.myyddx,wwgp,,781,44%,13%,19%,5%,21%,21%,0%,,,,
Stanford OJS Journals,sul.ojs,sul,,65,56%,17%,7%,0%,21%,24%,-3%,,,,
Sage,sagebio.sage,sagebio,,9,50%,22%,7%,0%,21%,20%,1%,,,,
Institut für Fahrzeugkonzepte,dlr.fk,dlr,,13,48%,25%,6%,0%,21%,21%,0%,,,,
Maroc M�dical,cnrst.mm,cnrst,,582,53%,17%,6%,8%,21%,21%,0%,,,,
University of Massachusetts (UMass) CANDI,umass.candi,umass,,392,44%,15%,16%,6%,21%,21%,0%,,,,
SARAO Repository,whno.ljncxe,whno,,34,51%,19%,8%,2%,21%,21%,0%,,,,
Geoscientific Data & Discovery Publishing System,cgs.gdd,cgs,,168,54%,10%,15%,0%,21%,21%,0%,,,,
CERN Yellow Report: Monographs,cern.yrmono,cern,,152,45%,16%,14%,6%,21%,21%,0%,,,,
Center for International Earth Science Information Network,cul.ciesin,cul,,101,57%,10%,14%,0%,21%,22%,-1%,,,,
Open Access Repository Bern University of Teacher Education,unibe.repo-phbern,unibe,,1183,45%,17%,11%,10%,21%,21%,0%,,,,
Interregional Association of Theorists of State and Law,rads.matgip,rads,,118,59%,11%,9%,1%,21%,21%,0%,,,,
Organisation et Territoires,cnrst.ot,cnrst,,50,51%,17%,6%,10%,21%,21%,0%,,,,
Revue Economie & Kapital,cnrst.rek,cnrst,,180,49%,18%,6%,10%,21%,21%,0%,,,,
SpeakingFaces,issai.sf2020,issai,,5,55%,18%,7%,0%,21%,20%,1%,,,,
DALIA,rpak.zvrzin,rpak,,147,45%,11%,17%,8%,21%,20%,0%,,,,
Classiques GARNIER,inist.garnier,inist,,10000,44%,12%,21%,0%,21%,22%,-1%,,,,
2DCC - DMR-FIRST,psu.dmr-first,psu,,136,57%,11%,11%,0%,21%,21%,0%,,,,
Open Data Repository,dfle.woqlft,dfle,,9,47%,25%,6%,0%,21%,21%,0%,,,,
ITEC,cnrst.itec,cnrst,,93,53%,17%,7%,3%,21%,20%,0%,,,,
Topical Reviews in Pediatrics,uutah.nnphit,uutah,,25,46%,25%,6%,0%,21%,,,,,,
University of Michigan Library,umich.library,umich,,10000,52%,13%,13%,1%,21%,20%,1%,,,,
chemotion,tib.kit-ioc,tib,,10000,59%,11%,8%,4%,21%,19%,2%,,,,
J. Willard Marriott Library,uutah.marriott,uutah,,7669,46%,17%,14%,0%,21%,21%,-1%,,,,
"Publishing and Printing Center ""POLITERRA""",rads.php,rads,,2,57%,11%,11%,0%,20%,20%,0%,,,,
Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR) Institut für Physik der Atmosphäre,tib.dlr-pa,tib,,4,52%,13%,14%,0%,20%,20%,0%,,,,
Dornsife Center for Economic and Social Research Data Repository,usc.cesr,usc,,6,46%,26%,6%,0%,20%,20%,0%,,,,
Institute of Archaeology Russian Academy of Sciences,rads.airas,rads,,2272,55%,11%,11%,3%,20%,20%,0%,,,,
CERIC-ERIC,eta.ceric,eta,,7,40%,19%,17%,0%,20%,20%,0%,,,,
National Oceanic and Atmospheric Administration (NOAA) National Centers for Environmental Information (NCEI),noaa.ncei,noaa,,10000,49%,22%,6%,0%,20%,20%,1%,,,,
Saint Petersburg State Institute of Technology,rads.tu,rads,,5,56%,11%,11%,0%,20%,20%,0%,,,,
Data Portal of the Royal Netherlands Institute for Sea Research,nioz.das,nioz,,380,52%,14%,11%,0%,20%,20%,0%,,,,
Global Monitoring Laboratory,noaa.gmd,noaa,,221,52%,18%,7%,0%,20%,21%,0%,,,,
CyberDOI,cyberl.cyberdoi,cyberl,,10000,55%,17%,6%,0%,20%,21%,0%,,,,
Data Archive for Social Sciences in Italy - DASSI,rpak.jzoocj,rpak,,1321,53%,13%,11%,0%,20%,,,,,,
Simulation Data Lake,uffm.nxsmpa,uffm,,18,53%,12%,9%,6%,20%,,,,,,
SEES Data Repository,ihon.gsecars,ihon,,52,42%,15%,12%,11%,20%,44%,-24%,,,,
Research Data Alliance,datacite.rda,datacite,,147,48%,19%,8%,3%,20%,19%,1%,,,,
Traditional Culture,rads.tk,rads,,194,57%,9%,8%,5%,20%,20%,0%,,,,
RWTH Publications,rwth.publications,rwth,,10000,51%,14%,11%,0%,20%,20%,0%,,,,
INVENIO,wnrh.cafsyt,wnrh,,341,43%,21%,9%,4%,20%,,,,,,
National Health Research & Studies Portal (NHRSP),kiad.stgadm,kiad,,12,48%,22%,6%,0%,20%,20%,0%,,,,
CRAWDAD,dartlib.crawdad,dartlib,,190,54%,17%,6%,0%,20%,20%,0%,,,,
PIRSA,imtk.pirsa,imtk,,10000,53%,12%,11%,0%,20%,20%,0%,,,,
Voronezh State Technical University,rads.vstu,rads,,633,58%,8%,10%,1%,20%,20%,0%,,,,
INTA,unza.xpjade,unza,,62,40%,29%,6%,0%,20%,20%,0%,,,,
University of Iowa - Ophthalmology,uiowa.eyeprod,uiowa,,576,47%,12%,11%,10%,20%,20%,0%,,,,
Open Access CRIS of the University of Bern,unibe.boris-portal,unibe,,10000,40%,28%,6%,0%,20%,20%,0%,,,,
IU Indianapolis University Library,iu.pui,iu,,4625,49%,16%,10%,1%,20%,19%,1%,,,,
SESAR_ODP,xaqp.tdfirf,xaqp,,10000,53%,17%,6%,0%,20%,15%,5%,,,,
Stanford Center for Artificial Intelligence in Medicine and Imaging,sul.aimi,sul,,23,53%,11%,11%,0%,20%,20%,0%,,,,
Data Planet,sage.dplanet,sage,,512,53%,6%,11%,10%,20%,20%,0%,,,,
Data Commons,psu.datacom,psu,,404,51%,19%,6%,0%,20%,20%,0%,,,,
ICFA Beam Dynamics Newsletter,cern.icfabdn,cern,,80,40%,11%,17%,10%,20%,,,,,,
Yakut Science Centre of RAMS,rads.ymj,rads,,447,59%,7%,9%,3%,20%,20%,0%,,,,
GFZ IGSN Sample Catalogue,gfz.igsn,gfz,,10000,47%,22%,6%,0%,20%,20%,0%,,,,
LLC  POLIGRAFIST,rads.npk,rads,,1,53%,11%,11%,0%,20%,20%,0%,,,,
RIT College of Art and Design,rit.cad,rit,,1,40%,28%,6%,0%,20%,20%,0%,,,,
"University Library, Kwame Nkrumah University of Science and Technology",tib.doiknust,tib,,15,43%,18%,13%,0%,20%,20%,0%,,,,
The Cambridge Structural Database,ccdc.csd,ccdc,,10000,53%,6%,16%,0%,20%,21%,-1%,,,,
